,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.32216382026672363,0.13871541747614785,0.026899385452270507,0.00910873009922008,5,1,2,50,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.5346534653465347,0.5478547854785478,0.5695364238410596,0.5629139072847682,0.5629139072847682,0.5555744978471358,0.012648737480010875,1
1,0.7109274387359619,0.260938100862649,0.037248086929321286,0.009051286846832906,5,1,2,200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.5313531353135313,0.570957095709571,0.5463576158940397,0.5463576158940397,0.5364238410596026,0.5462898607741569,0.013630302809296111,33
2,1.6430136203765868,0.2520007684043352,0.09533648490905762,0.032822833961972206,5,1,2,350,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 350}",0.5478547854785478,0.5511551155115512,0.5529801324503312,0.5496688741721855,0.5496688741721855,0.5502655563569603,0.001713716099222628,13
3,1.8525505542755127,0.28494236914454263,0.1177250862121582,0.03786929848972445,5,1,2,500,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.5379537953795379,0.5610561056105611,0.5529801324503312,0.5463576158940397,0.5529801324503312,0.5502655563569603,0.007720430777549888,13
4,0.17688584327697754,0.035814058076832446,0.014662456512451173,0.0036306094063769776,5,1,6,50,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 50}",0.528052805280528,0.5478547854785478,0.5562913907284768,0.5695364238410596,0.5397350993377483,0.5482941009332721,0.014130481114738696,23
5,0.5420915603637695,0.05857860644997702,0.03755621910095215,0.013466937741476157,5,1,6,200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 200}",0.5412541254125413,0.5610561056105611,0.5496688741721855,0.5463576158940397,0.5662251655629139,0.5529123773304483,0.009305382193441132,6
6,1.0094084739685059,0.2015454499149703,0.05176711082458496,0.01415258637965864,5,1,6,350,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 350}",0.5379537953795379,0.5610561056105611,0.5463576158940397,0.5629139072847682,0.5662251655629139,0.5549013179463642,0.01086762062138786,3
7,1.1553051948547364,0.08270865974156417,0.056644439697265625,0.012739793687008755,5,1,6,500,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",0.5412541254125413,0.5643564356435643,0.5596026490066225,0.5629139072847682,0.5496688741721855,0.5555591983039363,0.008799586937950438,2
8,0.12512688636779784,0.02370311539990132,0.009401702880859375,0.0076765556018343365,5,1,10,50,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.5379537953795379,0.5610561056105611,0.5463576158940397,0.543046357615894,0.5695364238410596,0.5515900596682185,0.011815236173402176,8
9,0.659006929397583,0.21566406583176262,0.030400657653808595,0.01407839811220982,5,1,10,200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.5445544554455446,0.5445544554455446,0.5529801324503312,0.5629139072847682,0.5529801324503312,0.551596616615304,0.006798431703127092,7
10,1.021308708190918,0.1902955240189767,0.0657546043395996,0.018732100994253768,5,1,10,350,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 350}",0.5412541254125413,0.5544554455445545,0.5529801324503312,0.543046357615894,0.5463576158940397,0.547618735383472,0.005262898540411226,26
11,1.3067406177520753,0.25180401658501556,0.08548135757446289,0.029796312794126912,5,1,10,500,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.5445544554455446,0.5544554455445545,0.5463576158940397,0.543046357615894,0.5562913907284768,0.548941053045702,0.005387017893319345,18
12,0.103289794921875,0.007769943554788775,0.012505578994750976,0.006252793703501409,5,5,2,50,"{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.5412541254125413,0.5478547854785478,0.543046357615894,0.5264900662251656,0.5562913907284768,0.5429873450921251,0.009755586595990979,46
13,0.42752866744995116,0.006877812391226653,0.024141836166381835,0.00884836218215338,5,5,2,200,"{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.5379537953795379,0.5610561056105611,0.5496688741721855,0.543046357615894,0.5529801324503312,0.548941053045702,0.007988562447790391,18
14,0.7552458763122558,0.011081293106568104,0.0445399284362793,0.003467787776693904,5,5,2,350,"{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 350}",0.5379537953795379,0.5544554455445545,0.5496688741721855,0.5364238410596026,0.5562913907284768,0.5469586693768715,0.008279093116395981,30
15,1.3020411491394044,0.28200947585606434,0.07481684684753417,0.01633577093132376,5,5,2,500,"{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",0.5412541254125413,0.5412541254125413,0.5496688741721855,0.5463576158940397,0.5662251655629139,0.5489519812908443,0.00921001120909825,16
