Date,Open,High,Low,Close,Volume,sentiment,Price_change
2016-02-14,5.40433,5.46506,4.44571,5.23973,11226500.0,0.2083156565656566,Decreased
2016-02-15,5.33053,5.88699,5.01856,5.28835,13934200.0,-0.06403650190114067,Decreased
2016-02-16,5.32832,5.47486,4.03384,4.31529,15889100.0,-0.20924637681159425,Decreased
2016-02-17,4.28917,4.76707,3.49737,3.75724,15451000.0,0.24246352201257865,Decreased
2016-02-18,3.7747,4.77057,3.42088,4.39913,17054000.0,0.07790714285714287,Increased
2016-02-19,4.38479,4.79322,4.27469,4.73789,7666320.0,0.013376595744680852,Increased
2016-02-20,4.6822,4.75406,4.12707,4.34133,8631090.0,0.17278947368421055,Decreased
2016-02-21,4.36055,4.71151,4.22761,4.65362,6413550.0,0.17127020408163268,Increased
2016-02-22,4.66495,5.64571,4.63525,5.6165,15056200.0,0.48031250000000014,Increased
2016-02-23,5.68493,5.94764,5.38782,5.58621,13380600.0,0.2576941176470588,Decreased
2016-02-24,5.60405,6.23647,5.50925,6.23647,11426500.0,0.14835797752808985,Increased
2016-02-25,6.18671,6.64741,5.55124,6.1048,21471800.0,0.15473834862385316,Decreased
2016-02-26,6.03783,6.26875,5.73905,5.92167,9526860.0,0.298172275334608,Decreased
2016-02-27,5.96308,6.52692,5.92052,6.42586,8903210.0,-0.009642386831275716,Increased
2016-02-28,6.40551,6.61934,6.23837,6.46835,9851660.0,-0.27407295597484277,Increased
2016-02-29,6.45565,6.61451,6.05429,6.33699,7648020.0,-0.0030463576158940393,Decreased
2016-03-01,6.31931,7.90864,6.30885,7.65369,23098100.0,0.46837676300578046,Increased
2016-03-02,7.63303,8.75346,7.3713,8.46539,29130200.0,-0.023895358649789037,Increased
2016-03-03,8.44229,10.0974,8.33203,9.29415,40314900.0,0.01370309278350516,Increased
2016-03-04,9.24056,10.406,8.47942,10.406,35520100.0,0.2571515695067264,Increased
2016-03-05,10.3703,12.274,9.9729,11.0037,56439600.0,0.013697949886104786,Increased
2016-03-06,11.204,11.836,9.99361,11.3829,39112000.0,-0.3714,Increased
2016-03-07,11.4288,11.6519,9.30949,9.55263,34085100.0,0.14891506024096388,Decreased
2016-03-08,9.58214,10.1664,8.81577,9.84721,25524300.0,0.023641085271317825,Increased
2016-03-09,9.79242,12.0547,9.67099,11.898,27540500.0,0.22023370786516852,Increased
2016-03-10,11.8815,12.2393,10.9911,11.305,26851500.0,-0.017789302325581402,Decreased
2016-03-11,11.2216,11.5999,10.3937,11.0828,21002700.0,-0.06882686567164181,Decreased
2016-03-12,11.1307,13.5333,11.0877,13.5333,48957300.0,0.3983910220994475,Increased
2016-03-13,13.5102,15.2571,13.4674,14.475,43915100.0,0.31110353634577603,Increased
2016-03-14,14.5122,15.013,11.5821,12.4526,58385100.0,0.210302823179792,Decreased
2016-03-15,13.0017,13.1978,12.0468,13.01,28404500.0,0.1636906103286385,Increased
2016-03-16,13.0216,13.7307,12.4954,12.5209,24335500.0,-0.3979285714285714,Decreased
2016-03-17,12.5587,12.6435,10.4426,11.0815,41650600.0,0.28748095238095234,Decreased
2016-03-18,11.1091,11.1788,8.52452,10.9981,53956800.0,0.18489760765550245,Decreased
2016-03-19,11.2037,11.2037,9.77663,10.5307,26735700.0,-0.1845734265734266,Decreased
2016-03-20,10.5163,10.9038,9.5704,10.3198,17651100.0,0.4184259259259259,Decreased
2016-03-21,10.3037,12.0149,10.1616,11.8641,28572600.0,0.40013426791277257,Increased
2016-03-22,11.8792,12.0252,11.177,11.2748,19730300.0,0.3172610169491526,Decreased
2016-03-23,11.3279,12.4326,11.2371,12.4167,19353200.0,0.5184091836734696,Increased
2016-03-24,12.4422,12.5016,10.8035,11.235,26081800.0,0.25658095238095235,Decreased
2016-03-25,11.2603,11.3729,10.5272,10.7432,13782000.0,0.5274847457627119,Decreased
2016-03-26,10.7679,11.1808,10.5892,10.974,9425480.0,-0.0992070588235294,Increased
2016-03-27,10.9861,11.0542,10.1121,10.4192,16744800.0,0.06853243243243244,Decreased
2016-03-28,10.4314,11.8613,10.4075,11.6656,23188300.0,0.0018232727272727198,Increased
2016-03-29,11.7527,11.9136,11.3498,11.6564,17684200.0,0.01970749063670412,Decreased
2016-03-30,11.6053,12.1785,11.4692,11.9529,19351200.0,0.27982019704433503,Increased
2016-03-31,11.9198,12.0119,11.3157,11.4035,14966700.0,0.40950000000000003,Decreased
2016-04-01,11.4006,11.8504,11.4006,11.6636,11373100.0,0.12422776203966004,Increased
2016-04-02,11.6306,11.6888,11.3988,11.5989,8682620.0,0.2989201331114808,Decreased
2016-04-03,11.6283,11.7064,11.5087,11.6183,5580550.0,0.12716350364963505,Decreased
2016-04-04,11.6158,11.6158,11.0163,11.1573,9599070.0,-0.3841991578947367,Decreased
2016-04-05,11.2125,11.2125,10.1347,10.4381,20557300.0,-0.012908779443254805,Decreased
2016-04-06,10.4498,10.97,10.2773,10.6854,16997100.0,0.08421318681318682,Increased
2016-04-07,10.6952,10.8097,9.95363,10.0697,13464500.0,-0.0406140127388535,Decreased
2016-04-08,10.0774,10.3875,9.65558,9.71959,14660600.0,0.5955777969018933,Decreased
2016-04-09,9.69423,10.0889,9.06814,9.15062,16194800.0,-0.10138850574712639,Decreased
2016-04-10,9.14985,9.22472,7.45564,8.93634,42613400.0,0.1464601941747573,Decreased
2016-04-11,8.94278,8.94664,8.00318,8.64379,15138100.0,0.0993551724137931,Decreased
2016-04-12,8.63947,8.63947,7.15416,7.44231,23190100.0,0.19071323529411768,Decreased
2016-04-13,7.44136,8.71977,7.06922,8.04442,31403300.0,0.07633241106719367,Increased
2016-04-14,8.07517,8.75704,8.02152,8.38724,13590700.0,-0.08175537190082642,Increased
2016-04-15,8.38606,8.6162,8.09733,8.24278,12179000.0,-0.12370189873417722,Decreased
2016-04-16,8.23588,8.64976,8.11444,8.6095,9888460.0,0.3214372340425532,Increased
2016-04-17,8.62319,9.702,8.56078,9.3091,24619600.0,-0.024600900900900904,Increased
2016-04-18,9.33273,9.50666,8.49687,9.036,21084100.0,0.2792699029126213,Decreased
2016-04-19,9.07533,9.30624,8.59546,8.71488,12899100.0,0.20671456310679606,Decreased
2016-04-20,8.68819,8.82539,8.31376,8.46579,15634700.0,0.007896648044692759,Decreased
2016-04-21,8.45346,8.72183,7.96222,8.10217,13355400.0,0.20653191489361702,Decreased
2016-04-22,8.14992,8.27232,7.66848,7.82126,13309300.0,0.18187400793650793,Decreased
2016-04-23,7.79183,8.55293,7.73774,8.29479,14565200.0,0.0025004357298474993,Increased
2016-04-24,8.29343,8.47397,7.95981,8.00135,10786400.0,0.6156574803149607,Decreased
2016-04-25,8.00777,8.0946,7.23651,7.55434,18239900.0,0.06902101910828025,Decreased
2016-04-26,7.52655,7.55182,7.05898,7.39704,17667300.0,0.32867006472491916,Decreased
2016-04-27,7.38839,7.96774,7.31969,7.75997,19254500.0,0.13588565310492504,Increased
2016-04-28,7.74069,7.91307,7.1664,7.17253,11576000.0,0.12913272727272723,Decreased
2016-04-29,7.20703,7.73096,7.17189,7.45729,8762080.0,0.1378021487603306,Increased
2016-04-30,7.45391,9.3665,7.45391,8.81398,36573300.0,0.11995202312138727,Increased
2016-05-01,8.77508,9.01178,8.43236,8.8465,16713800.0,-0.006014723926380361,Increased
2016-05-02,8.89424,10.3215,8.85072,10.1632,41019200.0,0.08693592363538583,Increased
2016-05-03,10.1651,10.1651,9.2798,9.31127,21463900.0,0.23551603053435108,Decreased
2016-05-04,9.38287,10.0341,9.26752,9.41377,17622400.0,0.16308362068965515,Increased
2016-05-05,9.39673,10.046,9.29212,9.8261,18296200.0,-0.09949465020576131,Increased
2016-05-06,9.80961,9.95219,9.03701,9.34664,21510600.0,0.133240099009901,Decreased
2016-05-07,9.31565,9.47579,9.2121,9.37051,10806500.0,-0.021166233766233767,Increased
2016-05-08,9.3729,9.5975,8.92686,9.48293,15031000.0,0.14373947368421056,Increased
2016-05-09,9.49404,9.64116,9.2037,9.29773,13085300.0,0.3969209068010076,Decreased
2016-05-10,9.28265,9.47902,9.26136,9.36152,9321790.0,0.09611361256544504,Increased
2016-05-11,9.43143,10.0119,9.38926,9.99628,15267500.0,0.16275744680851068,Increased
2016-05-12,9.99511,10.5063,9.85641,10.0578,24137700.0,0.573086875,Increased
2016-05-13,10.0623,11.0528,10.0184,10.5066,31276900.0,0.06251285714285715,Increased
2016-05-14,10.5051,10.615,9.80792,10.2397,18808000.0,0.4865569444444446,Decreased
2016-05-15,10.2386,10.4445,9.92642,9.96235,9218400.0,0.18084910179640726,Decreased
2016-05-16,9.9687,11.4403,9.9687,11.1713,29079900.0,0.28969818652849744,Increased
2016-05-17,11.1932,12.487,11.1526,12.1988,37198700.0,0.009360869565217401,Increased
2016-05-18,12.1793,14.259,12.1793,13.5586,65389900.0,0.026072195121951202,Increased
2016-05-19,13.5428,14.8728,13.3376,14.7697,53757500.0,0.053726165803108836,Increased
2016-05-20,14.8532,15.0482,13.3842,13.6356,50544100.0,0.0918470334412082,Decreased
2016-05-21,13.6897,14.0512,13.119,14.015,24648400.0,0.42201470588235296,Increased
2016-05-22,14.0405,14.3464,13.7658,14.2861,17938900.0,0.5050152212389382,Increased
2016-05-23,14.2798,14.4924,13.1922,13.4615,23842800.0,0.35782978482446215,Decreased
2016-05-24,13.3054,13.7743,12.0141,12.7323,41560600.0,0.26617967213114746,Decreased
2016-05-25,12.7932,12.8984,11.7666,12.526,27444700.0,0.3280637431480032,Decreased
2016-05-26,12.5161,12.9866,12.0592,12.4304,20764000.0,0.15781443514644347,Decreased
2016-05-27,12.3894,12.3894,10.5027,11.2958,57496400.0,0.3445669491525424,Decreased
2016-05-28,11.3332,12.3633,10.3734,11.8929,47274800.0,-0.18575986238532108,Increased
2016-05-29,12.1122,12.6908,11.7768,12.3504,28598400.0,0.23763548387096772,Increased
2016-05-30,12.3253,12.8806,12.2658,12.7253,14733800.0,0.057666213921901535,Increased
2016-05-31,12.7435,14.2673,12.6422,14.0773,42433400.0,0.1555663551401869,Increased
2016-06-01,14.1098,14.3155,13.4389,14.0015,22471300.0,0.34047628205128205,Decreased
2016-06-02,13.9917,14.0484,13.6292,13.738,10477200.0,0.10207358490566039,Decreased
2016-06-03,13.7429,13.8738,13.2543,13.8467,22981500.0,0.2847073170731707,Increased
2016-06-04,13.8643,13.9454,13.4218,13.7404,15792400.0,0.19686416382252556,Decreased
2016-06-05,13.7625,14.0722,13.5678,13.975,11088400.0,0.30063737373737376,Increased
2016-06-06,14.0007,14.0585,13.7349,13.9341,8720400.0,0.1347581151832461,Decreased
2016-06-07,13.9453,14.512,13.8146,14.512,21421600.0,0.04061628571428572,Increased
2016-06-08,14.5079,14.7796,14.2752,14.4177,16941800.0,0.039061233480176205,Decreased
2016-06-09,14.4306,14.5672,14.3402,14.3986,8256830.0,-0.11959290322580647,Decreased
2016-06-10,14.3759,14.4318,13.8207,13.9086,11312900.0,0.023055238095238094,Decreased
2016-06-11,13.9091,14.1916,13.7203,14.1916,12176500.0,0.14915974025974027,Increased
2016-06-12,14.1864,15.9,14.1864,15.7437,38210300.0,0.028892185730464308,Increased
2016-06-13,15.7723,17.644199,15.7196,17.602699,38023400.0,0.17379968847352026,Increased
2016-06-14,17.612801,19.2735,17.298599,18.8932,64412200.0,0.4111487962962962,Increased
2016-06-15,18.9053,18.9053,17.709499,18.3543,19393400.0,0.05361956912028725,Decreased
2016-06-16,18.362801,20.8297,18.362801,20.5886,38531000.0,0.14906472392638034,Increased
2016-06-17,20.6509,21.522699,13.5676,15.3768,199408000.0,-0.09902132752992389,Decreased
2016-06-18,15.3786,15.3786,9.96364,11.3307,133937000.0,-0.22507409435551815,Decreased
2016-06-19,11.1673,13.1821,10.6356,12.2342,69783600.0,0.18557002164502168,Increased
2016-06-20,12.2369,12.4483,10.5247,11.8395,58143600.0,0.08169427792915535,Decreased
2016-06-21,11.8198,13.4204,11.2918,13.3067,69245600.0,0.31016604095563144,Increased
2016-06-22,13.1997,15.7856,13.0951,13.0951,96994096.0,0.12243725490196081,Decreased
2016-06-23,13.2156,13.7911,12.564,13.6762,30806400.0,0.07383314087759812,Increased
2016-06-24,13.6821,14.5673,13.2194,14.3321,33332900.0,0.2685462304409673,Increased
2016-06-25,14.3028,14.5819,14.017,14.283,15383100.0,0.23126009501187644,Decreased
2016-06-26,14.2611,14.3739,13.6565,13.8502,14747600.0,0.2737180555555556,Decreased
2016-06-27,13.8082,14.1211,13.7493,13.8839,10994700.0,0.28575973684210537,Increased
2016-06-28,13.9276,13.9815,11.718,12.1756,43436600.0,0.03316952748312443,Decreased
2016-06-29,12.1742,13.038,11.6854,12.6112,26982800.0,0.1314792665726375,Increased
2016-06-30,12.6029,12.7419,12.2536,12.4615,15801300.0,0.011567804154302678,Decreased
2016-07-01,12.4381,12.4913,11.7335,12.1995,17236500.0,0.20173620689655172,Decreased
2016-07-02,12.216,12.2209,11.9502,12.1284,8987070.0,0.25745083333333335,Decreased
2016-07-03,12.1208,12.1452,11.5891,11.7202,10588700.0,0.36088541176470584,Decreased
2016-07-04,11.6961,11.8802,11.3895,11.471,12943500.0,0.2511890322580646,Decreased
2016-07-05,11.4574,11.5178,9.57626,10.6114,45526900.0,0.24810583756345175,Decreased
2016-07-06,10.5758,11.1056,10.2808,10.5289,18137300.0,0.037210198300283284,Decreased
2016-07-07,10.5359,10.5658,9.80321,10.1094,15407200.0,0.11656351063829787,Decreased
2016-07-08,10.1153,11.5248,9.96126,11.3946,20039800.0,0.2517347150259067,Increased
2016-07-09,11.4177,11.4567,10.7295,10.9655,17254800.0,0.4616043887147335,Decreased
2016-07-10,10.9604,11.0137,10.7822,10.9476,5479240.0,0.1872833517089305,Decreased
2016-07-11,10.9411,11.0093,10.2602,10.459,13098000.0,-0.08260809628008754,Decreased
2016-07-12,10.447,10.762,10.4258,10.5161,11127700.0,0.2065804347826087,Increased
2016-07-13,10.5066,10.5895,10.4039,10.5005,6715660.0,0.3006337278106508,Decreased
2016-07-14,10.5969,11.6819,10.5969,11.5132,23621900.0,0.08042631578947369,Increased
2016-07-15,11.4991,12.4313,11.49,11.9516,26838900.0,0.12782737306843267,Increased
2016-07-16,11.9194,11.9359,11.5924,11.6528,10445700.0,0.054177985074626865,Decreased
2016-07-17,11.6235,11.6703,11.0074,11.1587,17921600.0,-0.15981602209944754,Decreased
2016-07-18,11.173,11.6101,10.9483,11.0344,15931900.0,-0.17033303457106277,Decreased
2016-07-19,11.0466,12.0139,11.0103,11.6191,21730000.0,0.06142508960573478,Increased
2016-07-20,11.5902,12.9914,11.5669,12.4506,60226100.0,0.4642470729751403,Increased
2016-07-21,12.4601,12.7103,11.9937,12.6507,24636900.0,-0.03445251346499105,Increased
2016-07-22,12.6575,14.8134,12.5399,14.6619,74779504.0,0.1588164794007491,Increased
2016-07-23,14.6655,14.8989,14.0497,14.2997,32489700.0,-0.15205515625,Decreased
2016-07-24,14.2958,14.4374,12.3161,12.7495,77750800.0,0.18005021551724132,Decreased
2016-07-25,12.7434,13.857,12.6838,13.8361,36673800.0,0.14020897435897442,Increased
2016-07-26,13.8161,13.8511,11.7272,11.9895,94428800.0,0.23725934627170578,Decreased
2016-07-27,12.0505,13.3119,11.8357,12.9728,58278800.0,0.15238648925281476,Increased
2016-07-28,12.9791,12.9882,12.4927,12.8436,24603900.0,-0.03861385281385282,Decreased
2016-07-29,12.8364,12.8706,12.5542,12.7946,14082300.0,0.5629174269005848,Decreased
2016-07-30,12.7974,12.8013,12.461,12.461,9047810.0,0.3532545454545455,Decreased
2016-07-31,12.4397,12.5098,11.5472,11.8759,25441400.0,0.2558951048951048,Decreased
2016-08-01,11.8948,12.0137,10.9416,10.9416,23999500.0,0.08231858407079644,Decreased
2016-08-02,10.9485,11.1372,8.20098,8.78728,88803296.0,-0.026585407066052225,Decreased
2016-08-03,8.8768,10.418,8.8768,10.2939,53979400.0,-0.19873812499999993,Increased
2016-08-04,10.311,11.2912,10.1564,11.0428,38151400.0,0.13712604501607717,Increased
2016-08-05,11.019,11.1764,10.7632,10.9254,15487900.0,0.19358226164079825,Decreased
2016-08-06,10.9167,10.9376,10.2858,10.8811,16712600.0,0.19711369636963694,Decreased
2016-08-07,10.8592,11.0896,10.78,10.9116,16551000.0,0.2187631728045326,Increased
2016-08-08,10.9135,11.3288,10.859,11.2454,14956700.0,0.1365026984126984,Increased
2016-08-09,11.2746,12.4546,11.2,12.2443,36656600.0,0.3108665745856353,Increased
2016-08-10,12.2298,12.4578,11.9825,12.1432,28096300.0,-0.05958792134831459,Decreased
2016-08-11,12.1382,12.2724,11.6338,11.6909,17505000.0,-0.11008109965635739,Decreased
2016-08-12,11.6889,12.0416,11.6351,11.7785,13690100.0,0.15486910785619176,Increased
2016-08-13,11.7704,11.7911,11.5118,11.5713,7539490.0,0.3131779264214046,Decreased
2016-08-14,11.5833,11.6946,11.0991,11.1948,8680160.0,0.04092910052910053,Decreased
2016-08-15,11.2017,11.3108,11.0001,11.2184,7500840.0,0.19979294871794878,Increased
2016-08-16,11.2287,11.2373,11.0028,11.1397,7051510.0,0.2627518367346939,Decreased
2016-08-17,11.1332,11.1548,10.7486,10.7528,8833760.0,0.09614329896907217,Decreased
2016-08-18,10.7475,11.0091,10.7448,10.7561,6935800.0,-0.2119897196261682,Increased
2016-08-19,10.7463,10.8011,10.7279,10.7487,5390850.0,-0.4627087261785356,Increased
2016-08-20,10.7501,11.3007,10.7491,11.2474,7443540.0,-0.0018628820960698686,Increased
2016-08-21,11.2533,11.2538,10.9939,11.1792,4355660.0,0.022847311827956986,Decreased
2016-08-22,11.1851,11.3408,11.075,11.1209,6588920.0,0.4245560975609756,Decreased
2016-08-23,11.137,11.23,10.898,11.0306,6489380.0,0.32772863436123356,Decreased
2016-08-24,11.0243,11.1546,11.0095,11.036,4423420.0,0.16756230248307,Increased
2016-08-25,11.0313,11.3851,11.0168,11.3574,8552380.0,0.15827033492822964,Increased
2016-08-26,11.3524,11.4454,11.2113,11.2954,5857850.0,0.22862274052478138,Decreased
2016-08-27,11.294,11.294,11.1395,11.1482,15108400.0,-0.16144144329896912,Decreased
2016-08-28,11.147,11.147,10.92,10.9293,5303040.0,0.12444074074074073,Decreased
2016-08-29,10.9151,11.1462,10.7898,10.9838,8130540.0,-0.12111195054945056,Increased
2016-08-30,10.9921,11.3036,10.9588,11.2289,7221260.0,0.22030677966101692,Increased
2016-08-31,11.2386,11.6802,11.1839,11.6724,11073700.0,-0.26930243902439027,Increased
2016-09-01,11.6705,12.5815,11.6485,11.9949,24051500.0,-0.41293092979127133,Increased
2016-09-02,11.9642,12.3133,11.8824,12.113,9368300.0,0.21763028720626632,Increased
2016-09-03,12.1129,12.3636,11.3472,11.7587,13358800.0,0.2856998007968127,Decreased
2016-09-04,11.7541,11.7936,11.4739,11.6799,7220550.0,0.2312900284900285,Decreased
2016-09-05,11.6805,11.8066,11.594,11.717,5724100.0,0.20360689655172415,Increased
2016-09-06,11.7254,11.7284,11.4728,11.6891,6346330.0,0.012140421052631582,Decreased
2016-09-07,11.6945,11.7263,11.515,11.5479,6115050.0,0.21096222222222225,Decreased
2016-09-08,11.5458,11.7014,11.2524,11.3459,11535000.0,0.3310888399412629,Decreased
2016-09-09,11.4125,11.68,11.3869,11.6528,6109200.0,0.1891745493107105,Increased
2016-09-10,11.6623,12.2151,11.5437,12.1685,7220300.0,0.24843180515759297,Increased
2016-09-11,12.2079,12.2079,11.5897,11.6384,8791180.0,0.16004651162790698,Decreased
2016-09-12,11.643,11.947,11.6136,11.8937,7478080.0,0.24426415525114156,Increased
2016-09-13,11.8887,12.0856,11.8808,11.9187,11704300.0,0.2244141414141414,Increased
2016-09-14,11.9046,11.9972,11.8559,11.9232,5694820.0,0.25947862068965516,Increased
2016-09-15,11.9431,12.1354,11.9227,11.937,7309090.0,0.4909972361809046,Decreased
2016-09-16,11.9596,12.7486,11.9029,12.5558,17421500.0,0.16909774774774777,Increased
2016-09-17,12.5582,12.763,12.4424,12.6986,7446610.0,0.21382080000000003,Increased
2016-09-18,12.6864,12.9873,12.1555,12.4312,22433300.0,0.09387755102040814,Decreased
2016-09-19,12.436,13.189,12.4175,13.189,13838800.0,0.39327914012738857,Increased
2016-09-20,13.2139,14.4303,13.1198,14.4303,31929100.0,0.39248568702290065,Increased
2016-09-21,14.4341,14.4341,13.1702,13.7685,28645000.0,0.17959970544919002,Decreased
2016-09-22,13.665,13.665,12.4786,13.2476,27382800.0,0.21364306220095694,Decreased
2016-09-23,13.208,13.4469,13.1016,13.3313,9166430.0,0.3591025,Increased
2016-09-24,13.3223,13.343,12.6817,12.8779,9824880.0,0.2562414985590778,Decreased
2016-09-25,12.8525,13.1075,12.7975,13.1009,5283440.0,-0.07459024390243904,Increased
2016-09-26,13.1696,13.1696,12.7402,12.8231,7213070.0,-0.06392305882352942,Decreased
2016-09-27,12.8639,13.2114,12.8559,13.0983,6831070.0,0.1837683168316832,Increased
2016-09-28,13.1074,13.4838,13.0813,13.2748,10239000.0,0.07537170418006432,Increased
2016-09-29,13.2768,13.3361,13.0734,13.0734,5990630.0,-0.38570909090909083,Decreased
2016-09-30,13.076,13.3427,13.0245,13.2248,5950840.0,0.42858476190476197,Increased
2016-10-01,13.2032,13.3091,13.0456,13.1727,6331160.0,0.06867609427609428,Decreased
2016-10-02,13.1802,13.2959,13.1431,13.1997,4079660.0,0.03461162790697674,Increased
2016-10-03,13.203,13.4852,13.1872,13.4524,7458320.0,0.26197229299363056,Increased
2016-10-04,13.4505,13.531,13.2115,13.277,8348280.0,0.12198423913043477,Decreased
2016-10-05,13.2834,13.3467,13.0357,13.0357,9881370.0,0.03597648456057008,Decreased
2016-10-06,13.0263,13.1436,12.6868,12.8543,12044800.0,-0.07067781350482315,Decreased
2016-10-07,12.8516,12.9902,12.5347,12.6671,8933050.0,-0.10612341463414637,Decreased
2016-10-08,12.674,12.6869,12.0455,12.2191,11611200.0,0.4915522598870057,Decreased
2016-10-09,12.2156,12.3571,11.9795,12.0537,7208480.0,0.17535172413793104,Decreased
2016-10-10,12.0607,12.0622,11.624,11.7555,10809200.0,0.04480724637681163,Decreased
2016-10-11,11.7624,12.1609,11.7513,11.7857,11727700.0,0.27809809160305343,Increased
2016-10-12,11.7846,12.072,11.7072,11.9335,9694640.0,-0.06595428973277073,Increased
2016-10-13,11.9092,12.1312,11.7837,11.963,8665190.0,0.28143795136330135,Increased
2016-10-14,11.9891,12.074,11.8959,11.9382,4333510.0,0.3591092920353983,Decreased
2016-10-15,11.9361,11.9962,11.7768,11.9834,4991840.0,0.20391551724137932,Increased
2016-10-16,11.9817,12.0097,11.9332,11.9516,3617280.0,0.003047619047619086,Decreased
2016-10-17,11.9556,12.0339,11.8613,12.005,5724440.0,0.37221365853658533,Increased
2016-10-18,11.9959,12.9278,11.9959,12.5885,18864200.0,0.2647194003527337,Increased
2016-10-19,12.5926,12.6191,11.9085,12.0226,10576200.0,0.31650122699386507,Decreased
2016-10-20,12.0463,12.2888,11.9972,12.099,8170760.0,-0.04241666666666666,Increased
2016-10-21,12.1297,12.2054,12.0234,12.1754,5676920.0,-0.36854055299539173,Increased
2016-10-22,12.1804,12.1902,11.9541,12.0715,7583820.0,0.36611168224299057,Decreased
2016-10-23,12.1304,12.1431,11.9392,12.036,5774660.0,0.2445365384615385,Decreased
2016-10-24,12.0372,12.1007,11.9091,11.969,5739690.0,0.07791837708830544,Decreased
2016-10-25,11.9676,11.9934,11.1475,11.414,19316000.0,0.11644578313253015,Decreased
2016-10-26,11.3841,11.6625,11.3841,11.532,10221800.0,0.08297695652173913,Increased
2016-10-27,11.5312,11.6065,11.2635,11.4997,13255400.0,0.009701084598698484,Decreased
